id	regeste	first_ent	first_ent_label
1462_VIII_17	Erzherzog Albrecht [VI.] von Österreich verkauft Ulrich von Rehlingen sein Schloß zu Puechaim ob der Enns um 14.733 rheinische Dukaten.Siegler: der Urkundenaussteller mit dem ,anhangenden insigel'.Datum: Geben zu Tulln am erchtag nach unser lieben frauen tag der schiedung (1462).	Albrecht von Österreich	PER
1462_XI_05	Wolfgang Hasler benachrichtigt Abt Martin von Göttweig von den Friedensverhandlungen zwischen Kaiser Friedrich III. und dessen Bruder Albrecht VI. und den Landständen.	Wolfgang Hasler	PER
1462_XI_07	Michell Tatzschennpekh verkauft gemäß dem Schiedspruch des Erhart Chnoll und Pawl Rudi, beide zu Wishartsprugk, und des Anndre Rawbenntisch von Tawtendorf und Jorg Agnpawsch zu Tyendorff als Spruchleuten des Kaufes seinem ,geswey' Ulrich Schremdler ein Viertel aus dem Saighof zu Wishartsprugk um 60 lb d, die ihm bereits bezahlt sind.Datum: Der spruch ist geschehen dominica ante Martini 1462.	Michell Tatzschennpekh	PER
1462_XI_09	Erzherzog Albrecht VI. fordert die Stände auf, behufs Abwehr von Feindesnoth ihre Reisigen in's Feld zu stellen.	Albrecht VI.	PER
1462_XI_13	Pernhart von Diernstain übersendet den Ständen das Ausschreiben des Erzherzogs Albrecht [VI.] (nr. 1522) und bittet sie, am künftigen sand Elspetentag (Nov. 19) wohlgerüstet zu Ross und Fuss zu Tullen einzutreffen.Datum: Geben zu Osterreich an sambstag nach sand Martinitag (1462).	Pernhart von Diernstain	PER
1463	Die Gebrüder Kraft, Söhne des verstorbenen Laurencz des Kraft, und Steffann Eÿczinger ihr Vetter beurkunden, dass Abt Mert und der Convent zu Gotweÿg Anna die Mutter der ersteren und Schwester des letzteren in das Frauenkloster zu Goettbeÿg zur lebenslänglichen Versorgung mit Speise und Trank auf ihre Kosten aufgenommen haben, und verzichten im Falle ihres Todes daselbst auf deren Fahrhabe.Siegler: die Gebrüder Kraft, Steffann Eÿczinger, Leo Snekrewtter und Wolffgang Hinderholczer.Datum: fehlt.	Gebrüder Kraft, Söhne	ORG
1463_IV_27.1	Der Cardinal Isidor,1 Bischof von Sabina, genannt Ruthenus, verleiht den Gläubigen, welche die Kirche in Gerolting jährlich andachtshalber an gewissen Festtagen besuchen, das heil. Bussacrament empfangen und zur fabrica ecclesiae einen Beitrag leisten, einen Ablass.Siegler: der Urkundenaussteller.Datum R[ome]a (1463) indictione undecima,a . . . . . . . . . . . . . . . . . . . . . . . ., pontificatus etc. [Pii etc. pape secundi anno eius quinto].a	Cardinal	LOC
1463_XI_30-XII_02	Ludwig von der Weitenmühle, Pfleger zu Lengbach, verlangt von Abt Martin von Göttweig Zahlung des ausständigen Vogthafers und Entsendung seiner Reisigen nach Lengbach.	Ludwig von der Weitenmühle, Pfleger	PER
1463_II_28	Anthoni Doss tritt seinem Vetter, dem edeln Ritter Herrn Erhart Doss und dessen Erben gegen eine Entschädigung alle seine erbrechtliche Anwartschaft auf 400 lb. Wiener d. Heimsteuer ab, welche die edel Magdalen, die Tochter seines verstorbenen Vetters Niclas des Dossen, ihrem Manne, dem edeln Ritter Herrn Job Kirchsteter, seinem Schwager zugebracht hat und wofür ihr derselbe laut Urkunde Gülten und Güter verschrieben hat.Siegler: (I.) Anthoni Doss, (II.) der edel Hanns Matseber.Datum: Geben an montag vor dem suntag, daran man singet reminiscere in der vassten (1463).	Herrn Erhart Doss	PER
1463_III_21	Erzherzog Albrecht VI. fordert Abt Martin von Göttweig auf, dem Ludwig Weitenmülner, Pfleger zu Lengbach, den Vogthafer nach Lengbach zu liefern.	Albrecht VI.	PER
1463_IV_05	Erzherzog Albrecht VI. schreibt seinem Pfleger zu Lengbach Ludwig Weitenmülner, von Abt Martin von Göttweig den schuldigen Vogthafer gegen Quittung zu Herzogenburg in Empfang zu nehmen.	Albrecht VI.	PER
1463_IV_07	Propst Philipp von St. Pölten vidimiert das ihm von Abt Mert zum Gottweig vorgelegte versiegelte und unversehrte Schreiben Erzherzog Albrecht's [VI.] (nr. 1526).Datum: Geben zu Sand Pölten an dem heiligen antlastag (1463).	Philipp von St. Pölten	PER
1463_IV_13	Georg von Vöttau und Wenzel Wolczko, die Hauptleute zu Herzogenburg, fordern Abt Martin von Göttweig auf, eine Abfindung an sie zu zahlen, um sich vor grösserem Schaden zu sichern.	Georg von Vöttau	PER
1463_IV_16	Die Hauptleute in Herczawiburg Jorig von Lŷchtenburg und von Vetaw und Waczlab Wolczko sichern Abt Mert zum Goetbeig und dessen Dienstleuten für 12 Pferde und ebensoviele Personen insoweit freies Geleite zu. als sie nach Herczamburg kommen, dort teidingen und von dort wieder nach Hause zurückkehren können.Siegler: die Urkundenaussteller mit ihren aufgedrückten Siegeln.Datum: Geben zu Herczamburg an sambstag nach ostern (1463).	Herczawiburg Jorig	LOC
1463_IV_25	Jorig von Leichtenbura und von Vetaw und Waczlab Wolczko, die Hauptleute zu Herczamburg, sichern Abt Mert zum Gottweig für 6 bis 8 Pferde und ebensoviele Personen insoweit freies Geleite zu, dass sie nach Herczamburg kommen, dort teidingen und wieder heimkehren können.Siegler: die Urkundenaussteller mit ihren aufgedrückten Siegeln.Datum: Geben zu Herczamburg an sanndt Marchcztag (1463).	Jorig von Leichtenbura	PER
1463_IV_27	Die Hauptleute zu Herczamburg Jorig von Lichtenburg und von Vetaw und Waczlab Wolczko sichern Abt Mert zu Goetbeig und dessen Dienstleuten für 12 Pferde und ebensoviele Personen, sowie für einige Personen zu Fuss insoweit freies Geleite zu, dass sie nach Herczamburg kommen, dort teidingen und dann wieder zurückkehren können.Datum zu Herczamburg an mitichen nach sand Jorigentag (1463).	Herczamburg	LOC
1463_IV_29	Die Hauptleute zu Herczamburg Jorig von Lichtenwirg und von Vetaw und Waczlab Wolczk sichern dem Hauptmanne zu Göttweig, dem edlen Chaspar Slusselberger, dem Veit Hochsteter, Matheus Parssenbruner, Pernhart Ambsteter und anderen Hofleuten, die mit ihnen nach Herczamburg kommen, insoweit freies Geleite zu, dass sie dahin reiten, dort teidingen und dann wieder nach Hause reiten können.Siegler: die Urkundenaussteller mit ihren aufgedrückten Siegeln.Datum: Geben zu Herczanburgera an freitag vor Phŷlippi (1463).	Herczamburg	LOC
1463_IV_30	Die Hauptleute zu Herczamburg, Jorig von Lychtenwurg und von Vetaw und Waczlab Wolczko, sichern Abt Mert zum Gotbeig und dessen Dienstleuten zu Ross oder zu Fuss für eine ganze Quatember vollständig freies Geleite zu.Siegler: die Urkundenaussteller.Datum: Geben zu Herczamburg am sambstag vor Philippi (1463).	Jorig	LOC
1463_VI_08	Die Cardinäle Alanus vom Titel der heil. Praxedis, Johannes vom Titel der heil. Prisca, Jacobus vom Titel des heil. Crisogonus und Franciscus vom Titel der heil. Maria nova verleihen den Gläubigen, welche zu Ostern, Pfingsten, Maria Himmelfahrt, an den Festen des heil. Laurentius und der Dedicatio der Kirche die Pfarrkirche zum heil. Laurentius zu Unter-Nalib und die Marienkapelle zu Ober-Nalib andachtshalber besuchen, das heil. Bussacrament empfangen und zur Reparatur und Erhaltung der Baulichkeit, der Kelche, Bücher und anderer Schmuckgegenstände einen Beitrag leisten, einen Ablass von 100 Tagen.Siegler: die Urkundenaussteller.Datum Rome (1463), die vero octava mensis iunii, pontificatus etc. Pii etc. pape secundi anno quinto.	Cardinäle Alanus	MISC
1463_VI_26	Wolfgang, Weihbischof von Passau, reconciliiert und consecriert in Göttweig das Stift, Kirche, Friedhof und Altäre und verleiht einen Ablass.	Passau	LOC
1463_VII_12	Hans Hoffman, Margret seine Frau und Michel ihr Sohn erhalten von dem edeln Michel Hauczenperger auf ihre Lebenszeit ein halbes Joch Weingarten in der Genstreyberin mit der Bedingung zu Leibgeding, dass sie ihn in gutem Baue erhalten und ihm jährlich den vierten Eimer aus dem grant geben. Sie haben ihm die Zeit der Weinlese vorher anzuzeigen, damit er seinen Boten dazu schicken kann, und den ganzen Maisch in den Reicherspergerhof zur Presse zu führen. Der Verleiher ist berechtigt, jährlich zu Pfingsten und zu sand Steffannstag im Schnitte zwei erbare Männer zur Beschau in den Weingarten zu schicken und sie, falls sie ihn mit einer Arbeit vernachlässigt haben, bis zur völligen Schadloshaltung an ihrem Mostantheile zu pfänden und sich des Weingartens ohneweiters zu unterwinden, wenn sie es nicht im kommenden Jahre bessern. Sie selbst hingegen sind berechtigt, denselben mit Handen des Verleihers einem ihrer Genossen, der ihm passend ist, mit allen ihren Rechten zu verkaufen. Nach dem Tode aller drei wird ihm der Weingarten ledig, jedoch sind ihre Erben, wenn der letzte von ihnen in der ersten Arbeit begriffen war oder sie bereits gethan hat, berechtigt, ihn dasselbe Jahr mit den gleichen Rechten bis zur Lese innezuhaben.Siegler: die erberen Niclas der Phleger und Wilpolt der Harber, beide Bürger zu Krems.Datum: geschehen an sand Margretentag (1463).	Hans Hoffman,	PER
1463_VII_12.1	Hanns Meingnas, Katreÿ seine Frau, Barbara, Pangracz und Hanns ihre Kinder erhalten von dem edeln Michel Hauczenperger ein halbes Joch Weingarten in der Genstreyberin auf aller fünf Lebenszeit zu Leibgeding (Bedingungen gleich mit nr. 1537).Siegler: die erberen (I.) Niclas der Phleger und (II.) Wilpolt der Harber, beide Bürger zu Chrems.Datum: geschehen an sand Margretentag (1463).	Hanns Meingnas, Katreÿ	PER
1463_VII_30	Kaiser Friedrich III. verkündet den Friedensschluss mit Ungarn, in welchem auch Andreas Baumkircher, Graf von Pressburg, miteingeschlossen ist.	Friedrich III.	PER
1463_X_28.1	Die ständische Deputation, unter dieser Abt Martin von Göttweig, trägt auf dem Landtage zu Wiener-Neustadt dem Kaiser die gefassten Beschlüsse vor, ohne den Zweck ihrer Sendung bei ihm zu erreichen.	Martin von Göttweig,	PER
1463_X_28	Erzherzog Albrecht VI. fordert Abt Martin von Göttweig auf, dem Ludwig Weitenmülner den Vogthafer zu liefern.	Albrecht VI.	PER
1463_XI_14	Der Pfarrer und Göttweiger Profess Erhard quittiert Abt Thomas von Lambach den Empfang von 300 ungarischen Goldgulden.Siegler: der Urkundenaussteller.Datum: (1463) feria secunda post Martini episcopi.	Göttweiger	PER
1463_XI_30	Erzherzog Albrecht VI. verlangt von Abt Martin zu Göttweig, dass er den Vogthafer an ihn, beziehungsweise an Ludwig Weitenmülner abliefere.	Albrecht VI.	PER
1464_II_26	Die auf dem Landtage zu Hadersdorf versammelten Landstände fordern den Dechant Peter Ueberacker von Mautern auf, den Pfarrer von Mautern freizulassen.	Landtage zu Hadersdorf	LOC
1464.5	Die gemain zu Napperstorf hat in gegnburtikait Waltesar, Hanns des Haugen ytzo richter daselbst suen, anpracht, wie derselbe richter menig veintschaft und unwillen von hern Jorigen Rasennhart1 auch andern hab, dadurich eur gnad darzue sy mit irm leib und gut in verrer schaeden gebracht mochten werden, wan er noch die vierer in irn notturften nicht handeln, als sy schuldig sein und von alter herkomen ist, und gehorsamleich gebeten haben, das eur gnad ain andern richter und vierer geseczt hiet, darauf in zu Wulderstorf geantburt ist, sy sullen solh geprechen und fursarig dem richter furhalden und freuntlich fragen, ob er lennger bei dem gericht und zehnnt beleiben well, dawider wolten sy irn halben nichts hanndeln. Wolt er aber nicht dabei beleiben, alsdann ain andern fugleichen erbern an sein stat aus in aintraechttigkleich ze erwellen bevolhen haben, darauf er in gegenburtigkait des ganczen gemain auch seines obenanten suen geantburt hat, er well des gerichts noch des zehnnts furbaser nicht haben und in des ledig ze sagen offennlich durich gots willen gebeten hat, auf das die gemain ainhelligkleich Wolfgangen Hierss daselbs zu Napperstorf gesessen zu ainem kuenftigem richter mit eurn genaden willen ze haben und in den durich eur schreiben ze bestatten diemuettigkleich gebeten, auch darauf den getraidzehnnt bestannden hat.	Napperstorf	LOC
1464_I_03	Der Salzburger Official1 schreibt an Abt Martin von Göttweig wegen eines zu Ober-Wölbling gestohlenen Pferdes.	Salzburger	LOC
1464_II_01	Kaiser Friedrich [III.] verpfändet dem Benusch von Weitmueln und dessen Bruder Ludwig neben der Herrschaft Lenngpach jährliche 24 Mut Vogthafer, welche das Stift Göttweig zu liefern hat.	Friedrich	PER
1464_II_14	Graf Michael von Hardegg fordert den Abt von Melk auf, am 26. Februar nach Haderstorf zum Landtage zu kommen.	Michael von Hardegg	PER
1464_II_16	Jorg von Sewsennegk fordert Abt Mert zu Gotweig auf, seinen Holden Martine im Werd anzuhalten, dass er an dem früher festgesetzten Verhandlungstage vor ihm erscheint, da er ohne Wissen seiner Widersacher keinen anderen Tag ansetzen kann.Datum: Geben zw Persenpeug an pfincztag sand Julianatag (1464).	Jorg von Sewsennegk	PER
1464_II_20	Georg von Seissenegg sehreibt Abt Martin von Göttweig, dass am 26. Februar ein Landtag zu Hadersdorf abgehalten werde.	Georg von Seissenegg	PER
1464_II_21	Jorg von Sewsennegk schreibt Abt Martin von Göttweig, dass er unter Zustimmung des Edlpeck die Verhandlung gegen den Holden des letzteren Martine und dessen Frau aus dem Werd über den künftigen sand Jorgentag verschoben habe, damit unterdessen ein Vergleich zustande komme. In diesem Falle solle er es seinem Pfleger in Sazz1 berichten, damit er sie dann auf den festgesetzten Tag vorlade.Datum: Geben zw Persenpewg an erichtag nach dem sunntag invocavit (1464).	Jorg von Sewsennegk	PER
1464_II_25	Hanns Schaffer auf dem halben Hofe zu Mawr und Kunigunde seine Frau stellen Abt Mert und dem Convente zu Gottweig die Gegenurkunde aus (nr. 1560).Siegler: (I.) der edel Wolfgang Purkchstaler und (II.) der edel Jorg Rawber.Datum: Geben an sand Mathiastag des heiligen zwelfboten tage (1464).	Hanns Schaffer	PER
1464_II_29	Caspar Schlusselberger beschwert sich bei Abt Martin von Göttweig über seine Dienstentlassung entgegen den Abmachungen und Zusagen, da er sich nichts habe zuschulden kommen lassen, wie der Dienstmann des Stiftes der Prantner von ihm wisse, und erklärt sich zur Annahme einer Entschädigung bereit; andernfalls müsste er jedoch die Streitsache vor den Kaiser zur Entscheidung bringen.Datum: Geben zu Sand Pollten an mittichen nach reminiscere in der vassten (1464).	Caspar Schlusselberger	PER
1464_III_01	Peter Vberacker, Dechant zu Mawttarn, berichtet den Ständen nach Hadersdorf, dass er auf ihren Befehl den Pfarrer von Mawttarn, welchen er wegen einer gegen den Bischof von Passaw und ihn als Dechant gerichteten ungerechten Verhandlung gefangen gesetzt habe und bis zur Entscheidung der Angelegenheit seitens seines Bischofes in Haft halten wollte, freigelassen habe, obwohl er sich eilends an seinen Bischof um Weisungen betreffs seines ferneren Vorgehens habe wenden wollen.Datum: Geben zw Mauttarn an pfincztag nach reminiscere (1464).	Peter Vberacker, Dechant	PER
1464_III_05	Kunntz Newnburger ersucht Abt Martin von Göttweig neuerdings, seinen Holden den Planck anzuhalten, dass er ihm seinen Schaden ersetze, widrigenfalls er sich von dem Besitze und den Unterthanen des Abtes schadlos halten werde.Datum: Geben zw Ybs an montag nach oculi in der vassten (1464).	Kunntz	PER
1464_III_08.1	Wilhelm Leuprechtinger zu Haugsdorf schreibt an Abt Martin von Göttweig, dass er seinen Streit mit Stefan Eitzinger vor den Kaiser gebracht habe.	Wilhelm Leuprechtinger	PER
1464_III_08	Wilhelm Leuprechtinger zu Haugsdorf meldet Abt Martin von Göttweig, dass seine Leute seinem Rottenmeister Andreas Böhm Rosse und einen Wagen weggenommen haben.	Wilhelm Leuprechtinger	PER
1464_IV_02	Kunntz Newnburger ersucht Abt Mert zu Gottweig, den Bruder des Planck dazu zu verhalten, dass er ihm das gestohlene Ross sammt Sattel zurückstelle, widrigenfalls er ohne weiteres Schreiben sein und seiner Unterthanen Feind sein werde.Datum: Geben zw Ybs an montag in osterveirtagen (1464).	Kunntz	PER
1464_IV_10.1	Veÿt Hochstetter zu Wagram verlangt neuerdings von Abt Mert zu Gottweig die Zahlung des Ausstandes an Getreide und Hafer und der Aufbesserung, widrigenfalls er sich an den Stiftsunterthanen schadlos halten werde.Datum: Geben zw Sand Pölten am erichtag nach den osterveirtagen (1464).	Veÿt Hochstetter zu Wagram	PER
1464_IV_10	Caspar Slusselberger fordert von Abt Mert zu Gottweig die Zahlung eines Guthabens wegen Büchsen und anderen Dingen und seines Soldes laut Abrechnung, welche er dem Cellerar Symon in Gotweig zurückgelassen habe, widrigenfalls er sich an den Stiftsunterthanen schadlos halten müsste.Datum am erichtag nach dem sunntag quasimodogeniti (1464).	Caspar Slusselberger	PER
1464_IV_12.3	Kaiser Fridreich [III.] befiehlt Abt [Martin] zum Kotwig, von den ihm als Landesfürsten jährlich zu liefernden 200 Mut Vogthafer den Brüdern Benusch und Ludwig den Wêitmuellnern, seinen Pflegern zu Lenngpach, solange sie sein Schloss daselbst innehaben, jährlich 24 Mut Hafer gegen Quittung zu liefern.Datum: Geben zu der Newnstat an phincztag nach dem suntag quasimodogeniti (1464), unsers kaysertumbs im dreyzehennden jare.	Fridreich	PER
1464_IV_12.1	Caspar Schlüsselberger erklärt Abt Mert zu Gottweig, dass seine Forderung an Sold ausser anderen Guthaben 14 lb. d. ausmache, und dass nie mit ihm abgerechnet wurde, sondern dass er ihm bloss seine Rechnung habe übergeben lassen, und ersucht ihn, ihn gutwillig zu bezahlen. Auch sei es unwahr, dass er aus dem Stiftskasten zu Sand Polten Getreide entnommen habe. Bezüglich des daraus entnommenen Hafers lege er einen Zettel bei. Dasselbe habe er auch dem Cellerar Sŷmon zu Sand Polten mitgetheilt, als derselbe beim Bischofe von Passaw daselbst war.Datum am pfintztag nach quasimodogeniti (1464).	Caspar Schlüsselberger	PER
1464_IV_14.1	Caspar Schlüsselberger fordert von Abt Martin von Göttweig die Bezahlung seiner Forderungen an das Stift.	Caspar Schlüsselberger	PER
1464_IV_16.3	Peter Hobsinger verlangt von Abt Mert zu Gottweig die Vergütung des Schadens, welchen er dadurch erlitten habe, dass derselbe seinen Dienstmann Hanns Hobsinger nicht zur Auslieferung der verlangten Urkunden an ihn angehalten habe, und ist für den Fall, als er sie leisten wolle, zum persönlichen Erscheinen zur Verhandlung vor dem edeln Herrn Ott von Toppel1 zu Karlstetten bereit, wenn er binnen drei Tagen ihm und vier Begleitern einen Geleitsbrief hiefür ausstelle. Für den entgegengesetzten Fall lege er einen anderen Brief bei (nr. 1595).Datum: Geben an montag viertzehen tag nach ostern (1464).	Peter Hobsinger	PER
1464_IV_16.2	Peter Hobsinger sendet Abt Mert zu Gottweig wegen des Dienstmannes desselben Hanns Hobsinger, welcher ihm laut eines von dessen Dienstleuten gefällten Urtheilspruches einen Verzichtbrief übergeben haben sollte, aber thatsächlich nicht übergeben hat, wodurch er zu grossem Schaden gekommen sei, die Absage.Siegler: Peter Hobsinger mit dem aufgedrückten Siegel.Datum: Geben an montag viertzehen tag nach ostern (1464).	Peter Hobsinger	PER
1464_IV_16.1	Graf Michel von Hardegg ersucht Abt Martin von Göttweig, die Holden zu Gösing zur Zahlung der ihnen auferlegten Steuer anzuhalten.	Michel von Hardegg	PER
1464_IV_17	Veit Hochstetter zu Wagram verlangt von Abt Martin zu Göttweig, dass er dem Kranfelder dessen Schaden ersetze und auch ihm den schuldigen Betrag bezahle.	Veit Hochstetter zu Wagram	PER
1464_IV_24	Kuntz Newnburger zu Ybs sendet Abt Mert zu Gottweig die briefliche Absage wegen Verweigerung des verlangten Schadenersatzes.Siegler: Kuntz Newnburger mit dem Petschaft.Datum: Geben zu Ybs an sand Jorgentag (1464).	Kuntz Newnburger	PER
1464_V_04.2	Kaiser Friedrich III. fordert von Abt Martin von Göttweig ein Darlehen von 100 Ducaten.	Friedrich III.	PER
1464_V_05	Mert Pruckner, Hofrichter zu Gottweig, fordert den Bürger Riss zu Sand Pölten, welcher zu der behufs Beilegung eines Erbstreites mit Wolfgang Platich, Bürger zu Stain, von ihm auf Verlangen des letzteren am Sonntag Letare (März 11) festgesetzten Verhandlung nicht erschien, auf, selbst einen Tag zur Schaffung eines Ausgleiches festzusetzen und es durch den Boten der Gegenpartei wissen zu lassen, widrigenfalls er auf Befehl seines Herrn, des Abtes, zur Beendigung des Streites einen Termin ansetzen werde.Datum: Geben zw Gottweig an sand Gotharttag (1464).	Mert Pruckner, Hofrichter	PER
1464_VI_06.2	Jakob von Spaur, Erbschenk in Tirol, ersucht Abt Martin von Göttweig, dahin zu wirken, dass die Stiftsholden nicht Georg Seissenegger, sondern seinem Bruder Mathäus Spaur in's Feld Gefolgschaft leisten.	Jakob von Spaur, Erbschenk	PER
1464_VI_06.1	Jakob von Spaur, Erbschenk in Tirol, fordert von Abt Martin zu Göttweig, dass er seine Holden zum Gehorsame gegen Mathäus von Spawr als deren neuen Vogt auffordere.	Jakob von Spaur, Erbschenk	PER
1464_VII_04	Wolfgang von Walsse, oberster Marschall in Österreich, oberster Truchseß in Steiermark und Hauptmann ob der Enns, verkauft dem ,edlen' Ritter Matheus von Spaur sein Schloß zu Hohenegg, das vom Hause Osterreich zu Lehen rührt und bei der Besitzteilung mit seinem Bruder Reinprecht von Walsse an ihn gefallen ist, samt Zugehör, wie es im beiliegenden besiegelten Register spezifiziert ist, darunter auch: ,Item von erst Rossas und Rossaspach mit aller seiner zuegehoerung und darczue khuerchlechen daselbs zu Rossas, und ist dass alles freys aigen und der ambthof zu Haffnerpach ist ungelt frey, und den zehent zu Janerstorff alenthalben. 'Siegler: Wolfgang von Walsse, die ,edlen' Achatz Oedter, Georg Pruckner von Linz und Anton Pecher, Bürger zu Linz.Datum: Geben zu Lincz an sanct Ulrichstag (1464).	Wolfgang von Walsse	PER
1464_VII_12	Hainreich von Puechaim ersucht Abt [Martin] zum Gotweig, welchen er schon etlichemale aufgefordert hatte, seinen Holden Philipp Mair zu Meirs zum Ersatze eines Feldpferdes an seinen Holden Pawl Scharl daselbst anzuhalten, neuerdings darum, widrigenfalls er nicht mehr länger Geduld haben und selbst den Schadenersatz zu bekommen trachten werde.Datum: Geben zu Haydenreichstain an sand Margretentag (1464).	Hainreich von Puechaim	PER
1464_VII_25	Jorig Marschalh von Stunczperg beurkundet, daß er von Abt Mertt zu Gottweig die 100 Dukaten empfangen hat, die ihm auf Befehl Kaiser [Friedrichs III.] seitens des Stiftes als Darlehen zu geben waren.Siegler: der ,edle' Jorig der Hegkinger von Rannsenpach, Pfleger und Verweser zu Krewspach, sein Nachbar, ,mangelhalben diczmallen aigens insigill'.Datum: Geben zu Wilhalmspurgk an sand Jacob des heiligen zwelfpoten tag (1464).	Jorig Marschalh	PER
1464_IX_11	Kaiser Friedrich III. ersucht Abt Martin von Göttweig, dem Wolfgang Aubach, für welchen die Kaiserin Eleonore die erste Bitte einlegte, die erste freiwerdende Pfründe zu verleihen.	Friedrich III.	PER
1464_IX_27.1	Kaiser Friedrich III. befiehlt, dass alle Söldner von nun an sich nur in den Städten aufzuhalten haben, und ermächtigt die Landstände zur Bestrafung der Dawiderhandelnden.	Friedrich III.	PER
1464_IX_27	Kaiser Friedrich III. befiehlt den geistlichen Landständen, die zu Korneuburg beschlossene Steuer an benannten Tagen zu zahlen.	Friedrich III.	PER
1464_X_04	Kaiser Friedrich III. fordert die Stände in Oesterreich unter der Enns auf, ihre Reisigen zur Belagerung vonYbbs ins Feld zu stellen.	Friedrich III.	PER
1464_X_23.1	Lorenz Steger, Pfleger zu Wolfstein, ersucht Abt Martin von Göttweig, darauf hinzuwirken, dass Christian Winkler zu Dachsberg und dessen Geschwister ihren väterlichen Erbtheil vom Steinhof erhalten.	Lorenz Steger, Pfleger	PER
1464_X_26	Steffan Pierpawmer zu Kadawnn ersucht Abt Martin von Göttweig, da ihm dessen Holden zu Frawnsdarff, welche ihm den Vogthafer für zwei, einige sogar für drei Jahre schuldig sind, trotz der wiederholten Klage bei dessen Richter denselben nicht entrichtet haben, sie zur Entrichtung desselben zu verhalten, da er dadurch schon durch drei Jahre grossen Schaden erlitten habe.Datum: Geben zw Kadawn am freitag vor Symons und Judetag (1464).	Steffan Pierpawmer	PER
1464_XI_01	Asem Gasner schreibt Abt Martin von Göttweig, dass der Anwalt des Abtes und ein Profess desselben von seinem Anwalte, welchen er zur Weinlese nach Zeiselperg gesendet habe, als derselbe den verlangten Zehent entrichten wollte, statt des Mostes Geld forderten. Als er nach der Abreise seines Anwaltes um den Wein hinabgeschickt habe, haben die Anwälte des Abtes seine Leute schlagen wollen und ihnen ein viereimeriges Fass Most mit Gewalt weggenommen, obwohl sein Anwalt den Zehent mit Geld oder Most gerne habe bezahlen wollen, welches Anerbieten dieselben aber zurückgewiesen haben. Er ersucht den Abt, ihm den Schaden, den er jetzt dadurch erlitten, und den, welcher ihm schon früher zugefügt wurde und dessentwegen er schon einmal Klage geführt habe, zu vergüten, widrigenfalls er andere Wege betreten müsste, um entschädigt zu werden.Datum: Geben zu Sirhennfeld am pfincztag an allerheilligentag (1464).	Asem Gasner	PER
1464_XI_04	Kaiser Friedrich III. fordert die Stände auf, die auf dem Landtage zu Korneuburg beschlossene Steuer zu veranschlagen.	Friedrich III.	PER
1464_XI_05	Jorg von Seissenegg fordert die Aebte auf, ihre Reisigen nach Ibbs in's Feld zu stellen.	Jorg von Seissenegg	PER
1464_XI_11	Wigeleis von Volchkennsdorff ersucht Abt Martin von Goettweig, seinen Hinsersassen Mert Smid zu Palt zur Zahlung der 17 lb. d. anzuhalten, welche derselbe seinem Hintersassen Chuenncz Hechker zu Reichelsdorff von einem von demselben gekauften Gute schuldig blieb.Datum: Geben zu Weissenburgk an sand Merteinstag (1464).	Volchkennsdorff	PER
1464_XI_13	Larenncz Steger, Pfleger zu Wolstain,a ersucht Abt Martin von Koettweig, dass er Kristan dem Winchkler zu Dachsperg, einem Hintersassen seines Herrn von Tierenstain, da derselbe an dem ihm am nächsten Sonntag nach sannd Merttentag (Nov. 18) angesetzten Verhandlungstage vor ihm in Koettweig nicht erscheinen konnte, weil er seine Freunde, welcher er dazu bedarf, nicht zusammenbringen konnte, denselben auf acht Tage verschiebe.Datum: Geben zu Wolfstain am erichtag nach sannd Merttentag (1464).	Larenncz Steger, Pfleger	PER
1464_XI_17	Die Brüder Wolfgang Fuchs, Priester der Passawer Diöcese, und Thaman Fuchs gesessen zu Mauttarn verzichten mit Handen ihres Grundherrn, des Propstes Philipp zu Sannd Poelten, gegen eine Geldentschädigung zu Gunsten ihres Bruders Michael Fuchs zu Pach und Barbara dessen Frau auf ihren väterlichen und mütterlichen Erbtheil an dem Hofe zu Pach gelegen zwischen Thomans Mader und Anndreen Talinger, von welchem diesem Stifte jährlich 32 Eimer Most und 2 Faschinghühner in der Weinlese und 1 lb. d. als Zins und 32 d. als Steuergeld an sand Merttentag zu zahlen sind, reservieren sich jedoch das Anerberecht bei Todesfall.Siegler: (I.) Propst Philipp von Sannd Poelten als Grundherr, (II.) der edel Jorg Alanntspekch.Datum: Geben (1464) an sambstag nach sannd Othmaritag des heyligen abbt.	Brüder Wolfgang Fuchs, Priester	MISC
1464_XI_18	Kaiser Friedrich III. befiehlt dem Prälatenstande, an Georg von Wolkersdorf 1000 ungarische Gulden Landsteuer zu zahlen.	Friedrich III.	PER
1464_XII_02	Ludwig von Weitenmühle, Pfleger zu Lengbach, ersucht Abt Martin von Göttweig, ihm je die Hälfte des Vogthafers nach Herzogenburg und Wien zu liefern.	Ludwig von Weitenmühle, Pfleger	PER
